state,name,population,latitude,longitude,country,percentageOfSessions
Limburg,Ubachsberg,1460,50.8536733,5.9480237,Netherlands,
Zeeland,Waarde,1460,51.4190151,4.0694539,Netherlands,
Fryslân,Nieuwehorne,1455,52.942955,6.0613429,Netherlands,
Noord-Brabant,Riethoven,1455,51.3506496,5.3848832,Netherlands,
Noord-Brabant,Vorstenbosch,1455,51.6545159,5.5532818,Netherlands,
Limburg,Eys,1455,50.8254699,5.9416063,Netherlands,
Drenthe,Eext,1450,53.0157347,6.7343584,Netherlands,
Noord-Brabant,Biezenmortel,1450,51.6218708,5.1801959,Netherlands,
Noord-Brabant,Woensdrecht,1450,51.4305168,4.3053059,Netherlands,
Drenthe,Uffelte,1445,52.790519,6.2801096,Netherlands,
Overijssel,Daarle,1440,52.4279437,6.5384315,Netherlands,
Noord-Brabant,Hooge Zwaluwe,1440,51.6835036,4.7484235,Netherlands,
Noord-Brabant,Knegsel,1440,51.3994357,5.3460082,Netherlands,
Overijssel,Sint Jansklooster,1435,52.6780128,6.0055527,Netherlands,
Zuid-Holland,Giessen-Oudekerk,1435,51.8419378,4.8670963,Netherlands,
Limburg,Sint Joost,1435,51.1158668,5.9002519,Netherlands,
Noord-Holland,Neck,1430,52.5063482,4.9161415,Netherlands,
Zuid-Holland,Langerak,1430,51.9321449,4.8779509,Netherlands,
Zeeland,Grijpskerke,1430,51.533982,3.5618051,Netherlands,
Noord-Holland,Buitenhuizen,1425,52.4491903,4.7268259,Netherlands,
Noord-Brabant,Lepelstraat,1425,51.5543818,4.2794657,Netherlands,
Noord-Brabant,Sint Hubert,1425,51.6774122,5.8075827,Netherlands,
Gelderland,Hattemerbroek,1420,52.4752493,6.0229121,Netherlands,
Gelderland,De Hogenend en Oud-Dijk,1420,51.9315011,6.1185174,Netherlands,
Gelderland,Vulcaansoord / Het Richtersbos,1415,51.926228,6.3481658,Netherlands,
Zuid-Holland,Nieuwpoort,1415,51.9307881,4.8713605,Netherlands,
Fryslân,Marrum,1410,53.3236402,5.8022643,Netherlands,
Fryslân,Rottevalle,1410,53.1451096,6.0962312,Netherlands,
Overijssel,Sibculo,1410,52.4830824,6.6380917,Netherlands,
Noord-Brabant,Budel-Dorplein,1410,51.2372089,5.5810279,Netherlands,
Zuid-Holland,Noordeloos,1410,51.9045072,4.9421552,Netherlands,
Limburg,Mechelen,1410,50.7949609,5.9256253,Netherlands,
Fryslân,De Knipe,1405,52.9636922,5.9886957,Netherlands,
Noord-Holland,Bangert,1405,52.7401375,5.1845211,Netherlands,
Overijssel,Blokzijl,1400,52.7256776,5.9628599,Netherlands,
Fryslân,Oudemirdum,1395,52.8527281,5.534261,Netherlands,
Noord-Brabant,De Mortel,1395,51.539515,5.7099152,Netherlands,
Groningen,Boven-Wildervank,1395,53.0654972,6.8583884,Netherlands,
Fryslân,Jirnsum,1390,53.0775934,5.7949866,Netherlands,
Gelderland,Braamt,1390,51.9240586,6.2646517,Netherlands,
Noord-Holland,'s-Graveland,1390,52.2421313,5.1302593,Netherlands,
Noord-Brabant,Nijnsel,1390,51.5527954,5.4821667,Netherlands,
Groningen,Oldekerk,1390,53.2211336,6.332229,Netherlands,
Groningen,Usquert,1390,53.4034741,6.6073528,Netherlands,
Fryslân,Sumar,1385,53.1791044,6.0013955,Netherlands,
Gelderland,Maasbommel,1385,51.8216251,5.5362388,Netherlands,
Groningen,Ulrum,1385,53.3578286,6.336705,Netherlands,
Gelderland,Lievelde,1380,52.0103507,6.5940987,Netherlands,
Noord-Brabant,Handel,1380,51.5799882,5.7124196,Netherlands,
Groningen,Heiligerlee,1380,53.1615643,7.0076589,Netherlands,
Drenthe,Nieuw-Dordrecht,1375,52.7505886,6.9656915,Netherlands,
Gelderland,Heumen,1375,51.7651321,5.8423597,Netherlands,
Zeeland,Schoondijke,1375,51.3549489,3.5551592,Netherlands,
Groningen,Kolham,1375,53.1812732,6.7475651,Netherlands,
Fryslân,Tzummarum,1370,53.235395,5.5493078,Netherlands,
Fryslân,Woudsend,1370,52.9418083,5.6322886,Netherlands,
Gelderland,De Horst,1370,51.7753409,5.9688985,Netherlands,
Gelderland,'t Loo,1370,52.4456312,5.9534428,Netherlands,
Noord-Holland,De Koog,1370,53.0975061,4.7647126,Netherlands,
Noord-Holland,Westwoud,1370,52.6867527,5.140069,Netherlands,
Groningen,Glimmen,1370,53.1393498,6.6287867,Netherlands,
Drenthe,Geesbrug,1360,52.7274043,6.6336346,Netherlands,
Gelderland,Dijkhuizen,1360,52.3438398,6.0162566,Netherlands,
Gelderland,Harreveld,1360,51.9785756,6.5147871,Netherlands,
Zuid-Holland,Schelluinen,1360,51.8446955,4.9268625,Netherlands,
Limburg,Stevensweert,1360,51.1229617,5.8446679,Netherlands,
Groningen,Westerlee,1360,53.1449647,6.9841961,Netherlands,
Limburg,Grashoek,1355,51.3708061,5.9406424,Netherlands,
Limburg,Nederweert-Eind,1345,51.2752156,5.7761562,Netherlands,
Limburg,Tienray,1340,51.4947942,6.094933,Netherlands,
Noord-Holland,Hensbroek,1335,52.65822,4.8827445,Netherlands,
Noord-Brabant,Loo,1335,51.3092598,5.3386574,Netherlands,
Zuid-Holland,Bergstoep,1335,51.9249497,4.7840296,Netherlands,
Gelderland,Westeneng,1330,52.1283879,5.728688,Netherlands,
Overijssel,Sint Isidorushoeve,1330,52.176586,6.7016624,Netherlands,
Groningen,Spijk,1330,53.3893047,6.8390898,Netherlands,
Fryslân,Lippenhuizen,1325,53.0169581,6.0904284,Netherlands,
Gelderland,Geesteren,1325,52.1384391,6.5261972,Netherlands,
Overijssel,Zenderen,1325,52.3235105,6.7242478,Netherlands,
Zuid-Holland,Sancta Maria,1325,52.2777216,4.4878027,Netherlands,
Groningen,De Wilp,1325,53.1194468,6.2518507,Netherlands,
Noord-Holland,Wijdenes,1320,52.6425594,5.1523335,Netherlands,
Limburg,Einighausen,1320,50.9998011,5.8253533,Netherlands,
Fryslân,Hollum,1310,53.4399649,5.641391,Netherlands,
Fryslân,Ternaard,1310,53.3815048,5.9657037,Netherlands,
Gelderland,Hummelo,1310,52.0042541,6.2335447,Netherlands,
Gelderland,Puiflijk,1310,51.8786707,5.5912263,Netherlands,
Noord-Brabant,Heusden,1310,51.7355674,5.1411655,Netherlands,
Zeeland,Nieuwdorp,1310,51.4691445,3.7375702,Netherlands,
Gelderland,Rekken,1305,52.0938005,6.7202837,Netherlands,
Limburg,Wijnandsrade,1305,50.9012174,5.8744687,Netherlands,
Zuid-Holland,Herkingen,1300,51.7107852,4.0886411,Netherlands,
Fryslân,Nes,1295,53.4450319,5.7722751,Netherlands,
Gelderland,Meddo,1295,52.0134166,6.7015733,Netherlands,
Gelderland,Nieuw Wehl,1295,51.9678035,6.1745515,Netherlands,
Noord-Holland,Hem,1295,52.6594428,5.1827818,Netherlands,
Zuid-Holland,Oudenhoorn,1295,51.8278137,4.1917906,Netherlands,
Fryslân,Oost-Vlieland,1290,53.2971291,5.0746484,Netherlands,
Overijssel,Langeveen,1290,52.4648356,6.715185,Netherlands,
Noord-Brabant,Vlaskamp,1290,51.6009536,5.5979239,Netherlands,
Zuid-Holland,Abbenbroek,1290,51.8488676,4.2432907,Netherlands,
Limburg,Egchel,1290,51.3086086,5.9581157,Netherlands,
Limburg,Koningslust,1290,51.3572731,5.9934943,Netherlands,
Groningen,Nieuweschans,1290,53.1803472,7.2148606,Netherlands,
Limburg,Swolgen,1285,51.4916882,6.1177688,Netherlands,
Drenthe,Veenhuizen,1280,53.0361242,6.3943354,Netherlands,
Limburg,Brachterbeek,1280,51.1466381,5.9063239,Netherlands,
Limburg,Maria Hoop,1280,51.0861074,5.9656654,Netherlands,
Overijssel,Reutum,1275,52.390803,6.8449233,Netherlands,
Noord-Holland,Greenpark,1275,52.2709743,4.7848611,Netherlands,
Noord-Holland,Oosterend,1275,53.0857227,4.8763365,Netherlands,
Noord-Brabant,Den Hout,1275,51.6580835,4.8157705,Netherlands,
Noord-Brabant,Vianen,1275,51.7180011,5.8563544,Netherlands,
Zeeland,'s-Heer-Arendskerke,1275,51.4923373,3.8220139,Netherlands,
Overijssel,Wesepe,1270,52.3295099,6.2117376,Netherlands,
Noord-Holland,Zwaagdijk-Oost,1270,52.7043822,5.1346778,Netherlands,
Fryslân,Surhuizum,1265,53.2050114,6.1782711,Netherlands,
Noord-Holland,Spierdijk,1265,52.6498318,4.9415387,Netherlands,
Fryslân,Midsland,1260,53.3831557,5.2861261,Netherlands,
Noord-Holland,Schermerhorn,1260,52.6056725,4.8821135,Netherlands,
Limburg,Oirlo,1260,51.5092135,6.0369471,Netherlands,
Limburg,Vijlen,1260,50.7879955,5.9583689,Netherlands,
Zeeland,Brouwershaven,1260,51.7247273,3.9119446,Netherlands,
Noord-Brabant,Oijen,1255,51.8238246,5.5027494,Netherlands,
Limburg,Neeritter,1255,51.1650111,5.8039289,Netherlands,
Fryslân,Sintjohannesga,1250,52.9327339,5.8698825,Netherlands,
Zeeland,Scharendijke,1250,51.7350166,3.8433626,Netherlands,
Groningen,Meerwijck,1250,53.1458238,6.7160603,Netherlands,
Gelderland,Almen,1245,52.1614871,6.3027375,Netherlands,
Overijssel,Nieuw Heeten,1245,52.3203221,6.3496479,Netherlands,
Zuid-Holland,Rijnsaterwoude,1245,52.1991851,4.6710714,Netherlands,
Gelderland,Aalst Leutes,1240,51.9289983,5.5225524,Netherlands,
Noord-Brabant,Boord en Opwetten,1240,51.4670983,5.5257472,Netherlands,
Limburg,Guttecoven,1240,51.014681,5.8168732,Netherlands,
Zeeland,Wissenkerke,1240,51.5842614,3.7469782,Netherlands,
Flevoland,Zuidlob,1235,52.298931,5.4454662,Netherlands,
Limburg,Heide,1235,51.0673727,5.8723581,Netherlands,
Gelderland,Randwijk,1230,51.952974,5.7084312,Netherlands,
Noord-Brabant,Molenschot,1230,51.5729524,4.8835428,Netherlands,
Fryslân,Broeksterwâld,1220,53.2724271,5.9945749,Netherlands,
Noord-Brabant,Breedschot,1220,51.5053563,4.7214553,Netherlands,
Drenthe,Valthe,1215,52.8452868,6.8901232,Netherlands,
Gelderland,Angerlo,1215,51.9950975,6.1406955,Netherlands,
Overijssel,Dorp Daarlerveen,1215,52.4422661,6.5781294,Netherlands,
Noord-Holland,De Buurt,1215,52.6774083,5.2259961,Netherlands,
Noord-Brabant,Wouwse Plantage,1215,51.4839485,4.3916412,Netherlands,
Zeeland,'s-Heer-Hendrikskinderen,1215,51.5017195,3.8608765,Netherlands,
Gelderland,Heerewaarden,1210,51.8177622,5.3927976,Netherlands,
Noord-Brabant,Gassel,1210,51.7414014,5.7791622,Netherlands,
Noord-Brabant,Hellegat,1210,51.5215134,4.6776127,Netherlands,
Limburg,Wellerlooi,1210,51.5346534,6.1370662,Netherlands,
Fryslân,Augustinusga,1205,53.2165039,6.1595772,Netherlands,
Noord-Brabant,Stampersgat,1205,51.6117939,4.4419906,Netherlands,
Fryslân,Boelenslaan,1200,53.1610841,6.1441234,Netherlands,
Overijssel,Broekland,1200,52.3624815,6.2001793,Netherlands,
Overijssel,Colmschate,1200,52.2495554,6.2226722,Netherlands,
Noord-Holland,De Cocksdorp,1200,53.1563347,4.8672425,Netherlands,
Utrecht,Everdingen,1200,51.9645323,5.1560554,Netherlands,
Limburg,Blitterswijck,1200,51.5267718,6.1139783,Netherlands,
Overijssel,Boskamp,1195,52.3307319,6.1278597,Netherlands,
Zeeland,Ovezande,1195,51.4292468,3.8218026,Netherlands,
Groningen,Zoutkamp,1195,53.3394549,6.3043237,Netherlands,
Gelderland,Loo,1190,51.9300199,5.9861189,Netherlands,
Overijssel,Wanneperveen,1190,52.7042286,6.1216488,Netherlands,
Limburg,Kelpen-Oler,1190,51.2202358,5.8245387,Netherlands,
Drenthe,2e Exloërmond West,1185,52.9094985,6.9354763,Netherlands,
Gelderland,Stokkum,1185,51.8783626,6.2216574,Netherlands,
Gelderland,Velswijk,1185,52.0106091,6.3048685,Netherlands,
Gelderland,Opijnen,1180,51.8274627,5.3074842,Netherlands,
Gelderland,Schaarsbergen,1180,52.0240708,5.8727439,Netherlands,
Zuid-Holland,Papenveer,1180,52.191299,4.725239,Netherlands,
Groningen,Alteveer,1180,53.0486783,7.0026279,Netherlands,
Limburg,Roosteren,1175,51.0822538,5.8175453,Netherlands,
Fryslân,Birdaard,1170,53.2933536,5.8758891,Netherlands,
Drenthe,Hooghalen,1170,52.9209516,6.5395964,Netherlands,
Utrecht,Benedeneind,1170,52.0055612,4.9636903,Netherlands,
Utrecht,Schoonrewoerd,1170,51.9206699,5.1174187,Netherlands,
Utrecht,Westbroek,1170,52.1520397,5.1242316,Netherlands,
Zeeland,Nieuw- en Sint Joosland,1170,51.4825699,3.6571554,Netherlands,
Fryslân,Wirdum,1165,53.1488524,5.8042576,Netherlands,
Gelderland,Kerk Avezaath,1165,51.898228,5.3831547,Netherlands,
Noord-Holland,Frik,1165,52.7016572,4.8627253,Netherlands,
Noord-Brabant,De Rips,1165,51.5505045,5.8119062,Netherlands,
Zuid-Holland,Heenweg,1165,51.9821471,4.1806861,Netherlands,
Gelderland,Heelweg,1160,51.9723797,6.4649537,Netherlands,
Overijssel,Noord Deurningen,1160,52.3977743,7.0256358,Netherlands,
Zeeland,Heikant,1160,51.2482519,4.0207965,Netherlands,
Gelderland,Wessinge,1155,52.4026722,5.8351652,Netherlands,
Overijssel,Magele,1150,52.4728111,6.5220779,Netherlands,
Noord-Brabant,Ulicoten,1150,51.4567081,4.8593032,Netherlands,
Gelderland,Vragender,1145,51.9868364,6.611394,Netherlands,
Noord-Brabant,Lennisheuvel,1145,51.5728788,5.3144886,Netherlands,
Fryslân,Mantgum,1140,53.1285228,5.7179288,Netherlands,
Noord-Brabant,Casteren,1140,51.3978705,5.2414749,Netherlands,
Gelderland,Doesburg,1135,52.0603656,5.6306874,Netherlands,
Zuid-Holland,Aarlanderveen,1135,52.1384351,4.7255699,Netherlands,
Gelderland,Wadenoijen,1130,51.8735958,5.3737322,Netherlands,
Gelderland,Wenum,1130,52.2531275,5.958695,Netherlands,
Gelderland,Poederoijen,1125,51.7861109,5.0782906,Netherlands,
Noord-Brabant,Elsendorp,1125,51.5804177,5.7692517,Netherlands,
Zuid-Holland,Zeeheldenbuurt,1125,52.0434535,4.6646763,Netherlands,
Limburg,Holtum,1125,51.047538,5.8228919,Netherlands,
Gelderland,Buurmalsen,1120,51.8929382,5.2930605,Netherlands,
Zuid-Holland,Achthuizen,1120,51.6889515,4.2812185,Netherlands,
Gelderland,Broekdijk,1115,52.4557271,5.9258707,Netherlands,
Limburg,Broekhuizenvorst,1115,51.4949656,6.1580246,Netherlands,
Limburg,Sint Geertruid,1115,50.7957785,5.7654828,Netherlands,
Fryslân,Oldeholtpade,1110,52.8924352,6.0468672,Netherlands,
Fryslân,Tzum,1110,53.157825,5.5638082,Netherlands,
Gelderland,Bakenberg,1110,52.0065189,5.8779232,Netherlands,
Noord-Brabant,Esp,1110,51.5175298,5.7217091,Netherlands,
Noord-Brabant,Moerdijk,1110,51.701553,4.6271465,Netherlands,
Limburg,Boukoul,1110,51.212166,6.0462724,Netherlands,
Noord-Brabant,Usterens,1105,51.6431216,5.6661338,Netherlands,
Groningen,Nieuwolda,1105,53.2418055,6.9701966,Netherlands,
Fryslân,Rinsumageast,1100,53.2973823,5.9481252,Netherlands,
Overijssel,Lutten Kern,1100,52.6120486,6.5758525,Netherlands,
Noord-Holland,Benningbroek,1100,52.7029294,5.0123844,Netherlands,
Noord-Brabant,Wilbertoord,1100,51.6532158,5.7756641,Netherlands,
Limburg,Tungelroy,1100,51.2117766,5.731159,Netherlands,
Groningen,Lutjegast,1100,53.2337699,6.262794,Netherlands,
Groningen,Sauwerd,1100,53.2941354,6.5337916,Netherlands,
Fryslân,Twijzel,1095,53.2376648,6.099678,Netherlands,
Drenthe,Kijlen,1095,52.8989429,6.9201594,Netherlands,
Gelderland,Herwen,1095,51.8764741,6.1189845,Netherlands,
Overijssel,Bruchterveld,1095,52.5310791,6.6615506,Netherlands,
Limburg,Merselo,1095,51.5316107,5.9211827,Netherlands,
Groningen,Roodeschool,1095,53.4186975,6.7730257,Netherlands,
Gelderland,Varik,1090,51.8252399,5.371472,Netherlands,
Gelderland,Varsselder en Veldhunten,1090,51.8868282,6.3540247,Netherlands,
Overijssel,Hooge-Hexel,1090,52.396843,6.5621684,Netherlands,
Noord-Brabant,Olland,1090,51.5812078,5.4070103,Netherlands,
Limburg,Kronenberg,1090,51.4153383,6.0003354,Netherlands,
Fryslân,Reduzum,1085,53.1170874,5.7854362,Netherlands,
Drenthe,Nietap,1085,53.1591381,6.3987849,Netherlands,
Drenthe,Wijster,1085,52.814202,6.5183673,Netherlands,
Noord-Holland,Twisk,1085,52.7429151,5.0580485,Netherlands,
Noord-Brabant,Sterksel,1085,51.3511067,5.6069788,Netherlands,
Gelderland,Horst,1080,52.3107793,5.5880837,Netherlands,
Noord-Brabant,Galder,1080,51.5153002,4.7751636,Netherlands,
Noord-Brabant,Molendijk,1080,51.6420405,5.4136498,Netherlands,
Noord-Brabant,Netersel,1080,51.4062926,5.2094954,Netherlands,
Zuid-Holland,Berg en Dal,1080,52.2423591,4.49911,Netherlands,
Zeeland,Renesse,1080,51.7306317,3.7720224,Netherlands,
Fryslân,Anjum,1075,53.3747595,6.1273643,Netherlands,
Noord-Holland,Kolhorn,1075,52.7932978,4.8914437,Netherlands,
Utrecht,Leerbroek,1075,51.9097652,5.0481407,Netherlands,
Gelderland,Tuil,1070,51.8236874,5.2398628,Netherlands,
Noord-Brabant,Noordhoek,1070,51.641526,4.5300188,Netherlands,
Limburg,Groot-Doenrade,1070,50.9688212,5.9051434,Netherlands,
Fryslân,Langezwaag,1060,52.9839032,6.0075392,Netherlands,
Gelderland,IJzendoorn,1060,51.9055885,5.5285298,Netherlands,
Noord-Brabant,Escharen,1060,51.7427429,5.7469851,Netherlands,
Groningen,Mussel,1060,52.9598471,7.0394514,Netherlands,
Groningen,Ommelanderwijk,1060,53.0854373,6.9140358,Netherlands,
Fryslân,Oppenhuizen,1055,53.011435,5.6962523,Netherlands,
Gelderland,Beemte,1055,52.2550722,5.9871986,Netherlands,
Gelderland,Ingen,1055,51.9586742,5.4834355,Netherlands,
Noord-Brabant,Keldonk,1055,51.5870728,5.585729,Netherlands,
Fryslân,Steggerda,1050,52.8534784,6.0664647,Netherlands,
Overijssel,Grafhorst,1050,52.5883614,5.946913,Netherlands,
Fryslân,Arum,1045,53.1299515,5.4766227,Netherlands,
Fryslân,Deinum,1045,53.1915104,5.7260218,Netherlands,
Fryslân,Langweer,1045,52.9653551,5.7142562,Netherlands,
Drenthe,Nieuw-Schoonebeek,1045,52.6482232,6.9872625,Netherlands,
Gelderland,De Heurne,1045,51.8902099,6.4926829,Netherlands,
Noord-Brabant,Ommel,1045,51.4229248,5.746455,Netherlands,
Limburg,Altweerterheide,1045,51.2206657,5.6806227,Netherlands,
Gelderland,Baak,1040,52.0750549,6.2247269,Netherlands,
Groningen,Oostwold,1040,53.2030051,7.0453811,Netherlands,
Fryslân,Bakhuizen,1035,52.8682672,5.4504377,Netherlands,
Fryslân,Marsum,1035,53.2111053,5.7281274,Netherlands,
Gelderland,Hellouw,1035,51.8264136,5.1812041,Netherlands,
Gelderland,Rietmolen,1035,52.139583,6.6612829,Netherlands,
Gelderland,Teuge,1035,52.2335629,6.0433216,Netherlands,
Noord-Holland,Bentveld,1035,52.3615573,4.5709033,Netherlands,
Fryslân,Makkinga,1030,52.9798927,6.2167396,Netherlands,
Fryslân,Winsum,1030,53.1555706,5.6269701,Netherlands,
Overijssel,Boekelerveld,1030,52.2041495,6.784827,Netherlands,
Noord-Brabant,Biest-Houtakker,1030,51.5088561,5.1591235,Netherlands,
Limburg,Lomm,1030,51.4475938,6.1712295,Netherlands,
Fryslân,Nes,1025,53.0673996,5.8553527,Netherlands,
Gelderland,Ellecom,1025,52.0318699,6.088034,Netherlands,
Zeeland,Kerkwerve,1025,51.6857161,3.8990866,Netherlands,
Noord-Holland,Beinsdorp,1020,52.2858312,4.5949743,Netherlands,
Noord-Holland,Nes aan de Amstel,1020,52.2662227,4.8601876,Netherlands,
Noord-Brabant,Loosbroek,1020,51.6787951,5.5080405,Netherlands,
Limburg,Hommert (gedeeltelijk),1015,50.936667,5.9160909,Netherlands,
Zeeland,Vrouwenpolder,1015,51.5930524,3.6305977,Netherlands,
Fryslân,Terwispel,1010,53.0191519,6.0470925,Netherlands,
Gelderland,De Steeg,1010,52.0189343,6.0580454,Netherlands,
Utrecht,Hei- en Boeicop,1010,51.9447065,5.0796439,Netherlands,
Zuid-Holland,Hoogblokland,1010,51.8748557,4.9738423,Netherlands,
Zuid-Holland,Reeuwijk-Dorp,1010,52.0560012,4.6932619,Netherlands,
Gelderland,Kranenburg,1005,52.1009749,6.3592578,Netherlands,
Limburg,Banholt,1005,50.7917127,5.8111666,Netherlands,
Overijssel,Beuningen,1000,52.3584298,6.9985234,Netherlands,
Overijssel,Vasse,1000,52.4338481,6.8311133,Netherlands,
Utrecht,Amstelhoek,1000,52.2339492,4.8412099,Netherlands,
Limburg,Laar,1000,51.2747862,5.7057168,Netherlands,
Gelderland,Verwolde,995,52.2150917,6.396535,Netherlands,
Overijssel,Schuinesloot,995,52.6436025,6.5500938,Netherlands,
Noord-Holland,Abbenes,995,52.2350894,4.5895819,Netherlands,
Zuid-Holland,De Engel,995,52.2425924,4.5395448,Netherlands,
Limburg,Vaesrade,995,50.9263262,5.8969116,Netherlands,
Fryslân,Echtenerbrug-Kom,990,52.868717,5.8170398,Netherlands,
Gelderland,Sinderen,990,51.9048007,6.460994,Netherlands,
Overijssel,Punthorst,990,52.6067051,6.2692018,Netherlands,
Limburg,Hussenberg met Snijdersberg,990,50.9262196,5.7612218,Netherlands,
Limburg,Nagelbeek-Hegge,990,50.9343657,5.8673609,Netherlands,
Limburg,Sibbe,990,50.8464739,5.8290296,Netherlands,
Fryslân,Frieschepalen,985,53.1081437,6.2053429,Netherlands,
Fryslân,Schiermonnikoog,985,53.4799481,6.1617361,Netherlands,
Noord-Brabant,Oosteind,985,51.646854,4.9088822,Netherlands,
Zeeland,Dreischor,985,51.6883275,3.9836043,Netherlands,
Zeeland,Kwadendamme,985,51.4335497,3.8775255,Netherlands,
Gelderland,Agrarischgebied Wiesel,980,52.2597871,5.9397038,Netherlands,
Gelderland,Echteld,980,51.9097143,5.4977382,Netherlands,
Limburg,Grootgenhout,980,50.9270852,5.8241458,Netherlands,
Limburg,Molsberg-Rodeput,980,50.8385753,5.9913656,Netherlands,
Groningen,Zuidwolde,980,53.2613466,6.5923983,Netherlands,
Fryslân,Nijland,975,53.0506944,5.577628,Netherlands,
Drenthe,Nieuweroord,975,52.7306413,6.5683644,Netherlands,
Overijssel,Geerdijk,975,52.4784356,6.5700848,Netherlands,
Limburg,Ransdaal,975,50.864304,5.8932615,Netherlands,
Gelderland,Nijbroek,970,52.2924315,6.0622196,Netherlands,
Overijssel,Beckum,970,52.2113921,6.7423582,Netherlands,
Limburg,Asenray,970,51.194007,6.046349,Netherlands,
Groningen,Foxhol,970,53.1681123,6.7218716,Netherlands,
Fryslân,Stavoren,965,52.8831112,5.3608776,Netherlands,
Drenthe,Nieuw-Balinge,965,52.7667237,6.6030189,Netherlands,
Gelderland,Megchelen,965,51.8380013,6.3928493,Netherlands,
Overijssel,Beerzerveld,965,52.4935325,6.5734745,Netherlands,
Limburg,Hunsel,965,51.1892906,5.8144552,Netherlands,
Gelderland,De Kraats/Nergena,960,52.0045764,5.6259499,Netherlands,
Gelderland,Mullegen,960,52.4402161,5.9178162,Netherlands,
Overijssel,Kamperveen,960,52.5060918,5.929318,Netherlands,
Noord-Holland,Sint Maarten,960,52.7712895,4.7461984,Netherlands,
Utrecht,Hoogeindl,960,51.9093558,5.0910232,Netherlands,
Utrecht,Molenpolder,960,52.146572,5.0954772,Netherlands,
Zuid-Holland,Goudriaan,960,51.9028335,4.891074,Netherlands,
Zeeland,Sint Laurens,960,51.52538,3.6052642,Netherlands,
Fryslân,Britsum,955,53.2530361,5.785462,Netherlands,
Fryslân,Wâlterswâld,955,53.2947564,6.0295155,Netherlands,
Drenthe,Wilhelminaoord,955,52.8561952,6.163502,Netherlands,
Gelderland,Spankeren,955,52.0553763,6.115448,Netherlands,
